Id,R,Nome,Squadra,Pg,Mv,Mf,Gf,Gs,Rp,Rc,R+,R-,Ass,Asf,Amm,Esp,Au,,IV,FV,D,BID,ln(Bid),FV 19/20,FV 20/21,2 YR AVG,PREDICTED VALUE
1996,C,DE PAUL,Udinese,36,6.5,7.43,6,0,0,3,3,0,8,2,3,2,0,,20,27,7,51,3.931825633,6.96,7.43,7.27328148,46
2077,C,PASALIC,Atalanta,25,6.08,7,6,0,0,0,0,0,1,0,2,0,0,,17,17,0,51,3.931825633,6.88,7,6.95995104,42
536,C,POLITANO,Napoli,37,6.22,7.01,9,0,0,0,0,0,3,0,3,0,0,,13,24,11,50,3.912023005,6.27,7.01,6.76328451,39
1978,C,SENSI,Inter,18,6,5.91,0,0,0,0,0,0,0,0,1,1,0,,12,5,-7,45,3.80666249,7.04,5.91,6.28662492,33
4377,C,CASTROVILLI,Fiorentina,34,5.98,6.39,5,0,0,0,0,0,3,0,8,1,0,,15,14,-1,37,3.610917913,6.53,6.39,6.43662189,35
2556,C,ERIKSEN,Inter,26,6.17,6.54,3,0,0,0,0,0,0,0,1,0,0,,17,15,-2,37,3.610917913,6.31,6.54,6.46328763,35
2775,C,RUIZ,Napoli,33,6.03,6.3,3,0,0,0,0,0,0,0,1,0,0,,14,12,-2,35,3.555348061,6.39,6.3,6.32995587,33
234,C,KUCKA,Parma,28,6.11,6.79,3,0,0,4,4,0,2,0,8,0,0,,13,17,4,30,3.401197382,6.67,6.79,6.74995251,39
1870,C,BARELLA,Inter,36,6.29,6.61,3,0,0,0,0,0,5,0,5,0,0,,12,17,5,27,3.295836866,6.09,6.61,6.43662057,35
2379,C,RABIOT,Juventus,34,5.8,6.09,4,0,0,0,0,0,1,0,5,1,0,,10,10,0,13,2.564949357,5.93,6.09,6.03662409,30
236,C,LAZOVIC,Verona,32,6.15,6.58,3,0,0,0,0,0,6,0,3,0,0,,13,16,3,11,2.397895273,6.57,6.58,6.57662061,37
1850,C,KESSIE',Milan,37,6.47,7.36,2,0,0,13,11,2,4,0,8,0,0,,10,27,17,11,2.397895273,6.1,7.36,6.9399489,41
2263,C,LAZZARI,Lazio,32,6.12,6.34,2,0,0,0,0,0,5,0,2,1,1,,11,13,2,11,2.397895273,6.16,6.34,6.27995568,33
827,C,LOCATELLI,Sassuolo,34,6.28,6.53,2,0,0,2,2,0,1,0,9,0,0,,12,16,4,10,2.302585093,6.17,6.53,6.40995441,34
4449,C,TONALI,Milan,25,5.79,5.73,0,0,0,0,0,0,0,0,1,1,0,,9,4,-5,9,2.197224577,6.2,5.73,5.8866264,28
632,C,ZACCAGNI,Verona,36,6.3,6.79,4,0,0,1,1,0,5,0,6,0,0,,12,21,9,8,2.079441542,6.36,6.79,6.64661928,38
1987,C,JANKTO,Sampdoria,35,5.91,6.47,6,0,0,0,0,0,3,0,6,0,0,,11,15,4,2,0.693147181,6.2,6.47,6.3799548,34
4514,C,NANDEZ,Cagliari,32,6.09,6.23,2,0,0,0,0,0,3,0,7,1,0,,10,12,2,2,0.693147181,6.33,6.23,6.26328969,33
20,C,CIGARINI,Crotone,14,5.86,5.68,0,0,0,0,0,0,0,0,3,1,0,,5,5,0,2,0.693147181,5.98,5.68,5.77996014,26
530,C,PELLEGRINI LO.,Roma,34,6.3,6.94,6,0,0,1,1,0,3,2,10,0,0,,15,20,5,75,4.317488114,6.5,6.94,6.7932849,40
2215,C,VERETOUT,Roma,29,6.32,7.36,5,0,0,5,5,0,0,1,4,0,0,,15,23,8,46,3.828641396,6.75,7.36,7.15661535,44
376,C,VERDI,Torino,33,5.75,5.91,1,0,0,0,0,0,1,4,6,0,0,,14,8,-6,45,3.80666249,6.2,5.91,6.0066252,29
265,C,BROZOVIC,Inter,33,6.15,6.38,2,0,0,0,0,0,4,2,7,1,0,,13,15,2,40,3.688879454,6.58,6.38,6.44662194,35
1995,C,DJURICIC,Sassuolo,32,6,6.52,4,0,0,1,1,0,3,0,5,0,0,,14,16,2,38,3.63758616,6.7,6.52,6.5799543,37
152,C,ZIELINSKI,Napoli,36,6.39,7.28,8,0,0,0,0,0,9,0,2,0,0,,12,26,14,31,3.433987204,6.18,7.28,6.91328274,41
367,C,BONAVENTURA,Fiorentina,34,6.03,6.3,3,0,0,0,0,0,2,0,5,0,0,,14,11,-3,24,3.17805383,6.62,6.3,6.40662246,34
2625,C,SORIANO,Bologna,37,6.2,6.97,9,0,0,0,0,0,4,0,5,0,0,,13,22,9,15,2.708050201,6.62,6.97,6.85328466,40
2692,C,CASTILLEJO,Milan,28,5.88,5.92,1,0,0,0,0,0,0,0,5,0,0,,13,6,-7,13,2.564949357,6.61,5.92,6.14995833,31
467,C,NAINGGOLAN,Cagliari,26,6.07,6.09,1,0,0,0,0,0,0,0,5,0,0,,22,11,-11,12,2.48490665,7.19,6.09,6.45662367,35
2166,C,BENTANCUR,Juventus,33,5.95,5.92,0,0,0,0,0,0,3,0,6,1,0,,13,8,-5,9,2.197224577,6.21,5.92,6.01662513,29
644,C,PULGAR,Fiorentina,31,5.83,5.9,1,0,0,0,0,0,1,2,8,0,0,,14,7,-7,8,2.079441542,6.64,5.9,6.14662512,31
4892,C,SAELEMAEKERS,Milan,32,5.94,6.14,2,0,0,0,0,0,4,0,5,1,0,,6,11,5,3,1.098612289,6.08,6.14,6.11995704,31
2008,C,LINETTY,Torino,27,5.69,5.71,1,0,0,0,0,0,0,0,5,0,0,,12,4,-8,3,1.098612289,6.43,5.71,5.94995979,28
2188,C,MARUSIC,Lazio,36,5.79,5.94,2,0,0,0,0,0,3,0,3,0,1,,4,7,3,2,0.693147181,6.54,5.94,6.13995822,31
627,C,IONITA,Benevento,36,5.68,5.76,2,0,0,0,0,0,0,0,6,0,0,,6,6,0,2,0.693147181,5.66,5.76,5.72662638,25
2857,C,TRAORE' HJ.,Sassuolo,35,6.14,6.58,5,0,0,0,0,0,2,0,6,0,0,,8,15,7,2,0.693147181,6.48,6.58,6.54662064,36
4515,C,AGUDELO,Spezia,29,5.89,6,1,0,0,0,0,0,2,0,4,0,0,,4,7,3,2,0.693147181,5.9,6,5.9666247,29
2160,D,GOSENS,Atalanta,32,6.27,7.28,11,0,0,0,0,0,6,0,7,1,1,,24,25,1,78,4.356708827,7.38,7.28,7.31328234,51
4292,D,HERNANDEZ T.,Milan,33,6.21,6.86,7,0,0,0,0,0,5,0,9,0,0,,21,21,0,73,4.290459441,6.73,6.86,6.81661869,37
2759,D,CRISCITO,Genoa,23,6.09,6.09,0,0,0,1,1,0,0,0,6,0,0,,14,8,-6,65,4.17438727,6.58,6.09,6.25329054,21
286,D,BONUCCI,Juventus,26,5.98,6.16,2,0,0,0,0,0,0,0,3,0,0,,13,9,-4,43,3.761200116,6.4,6.16,6.2399568,21
322,D,DE VRIJ,Inter,32,6.22,6.28,1,0,0,0,0,0,0,0,2,0,0,,15,13,-2,42,3.737669618,6.6,6.28,6.3866226,25
1852,D,SPINAZZOLA,Roma,27,6.2,6.52,2,0,0,0,0,0,4,0,0,0,1,,10,12,2,40,3.688879454,6.43,6.52,6.48995439,28
697,D,CUADRADO,Juventus,30,6.31,6.64,1,0,0,1,1,0,6,3,9,1,0,,13,16,3,40,3.688879454,6.18,6.64,6.48662034,28
513,D,ACERBI,Lazio,32,6.05,5.94,0,0,0,0,0,0,1,0,7,1,0,,15,9,-6,40,3.688879454,6.43,5.94,6.10329159,17
2164,D,MILENKOVIC,Fiorentina,34,5.84,5.97,3,0,0,0,0,0,0,0,7,1,0,,14,9,-5,38,3.63758616,6.46,5.97,6.13329138,18
2707,D,YOUNG,Inter,26,5.91,6.14,1,0,0,0,0,0,4,0,4,0,0,,12,7,-5,38,3.63758616,7.03,6.14,6.43662339,26
4428,D,DE LIGT,Juventus,27,6.22,6.3,1,0,0,0,0,0,1,0,4,0,0,,15,12,-3,36,3.583518938,6.38,6.3,6.32662254,23
2130,D,HATEBOER,Atalanta,22,6.16,6.41,2,0,0,0,0,0,1,0,3,0,0,,11,10,-1,35,3.555348061,5.85,6.41,6.22328865,20
2214,D,KOLAROV,Inter,7,5.12,5.38,0,0,0,0,0,0,0,1,0,0,0,,14,7,-7,28,3.33220451,6.52,5.38,5.75996196,7
581,D,FARAONI,Verona,34,6.07,6.46,4,0,0,0,0,0,5,0,8,0,0,,14,14,0,27,3.295836866,6.51,6.46,6.47662143,27
252,D,BIRAGHI,Fiorentina,35,5.91,6.03,1,0,0,0,0,0,4,1,8,0,0,,8,10,2,26,3.258096538,6.43,6.03,6.16329099,18
288,D,CHIELLINI,Juventus,17,6.09,5.91,0,0,0,0,0,0,1,0,4,0,1,,11,6,-5,25,3.218875825,6.88,5.91,6.23329164,20
392,D,KOULIBALY,Napoli,26,6.17,5.98,0,0,0,0,0,0,0,0,8,1,0,,14,8,-6,20,2.995732274,5.62,5.98,5.85995826,10
2816,D,DI LORENZO,Napoli,36,5.97,6.15,3,0,0,0,0,0,3,0,11,0,0,,12,11,-1,19,2.944438979,6.17,6.15,6.15662361,18
787,D,DJIMSITI,Atalanta,33,6.09,6.03,0,0,0,0,0,0,2,0,8,0,0,,9,10,1,18,2.890371758,6.21,6.03,6.08995773,16
2572,D,GODIN,Cagliari,28,5.89,5.95,1,0,0,0,0,0,0,0,3,0,0,,9,8,-1,17,2.833213344,6.11,5.95,6.00329163,14
695,D,TOLOI,Atalanta,31,5.94,5.97,2,0,0,0,0,0,0,0,10,0,0,,12,8,-4,16,2.772588722,6.35,5.97,6.09662475,17
2309,D,PEZZELLA GER.,Fiorentina,32,5.75,5.77,1,0,0,0,0,0,0,0,5,0,0,,10,6,-4,16,2.772588722,6.16,5.77,5.89995948,11
142,D,MARIO RUI,Napoli,27,5.92,5.9,0,0,0,0,0,0,0,1,4,0,0,,8,5,-3,13,2.564949357,5.74,5.9,5.84662542,10
4237,D,DANILO,Juventus,34,6.29,6.41,1,0,0,0,0,0,4,0,6,0,0,,5,15,10,11,2.397895273,5.95,6.41,6.25662195,21
2633,D,KJAER,Milan,28,6.27,6.25,0,0,0,0,0,0,1,0,3,0,0,,8,12,4,11,2.397895273,5.9,6.25,6.1332897,18
1847,D,CALDARA,Atalanta,6,5.88,5.75,0,0,0,0,0,0,0,0,1,0,0,,6,1,-5,11,2.397895273,5.81,5.75,5.76995973,7
2288,D,N'KOULOU,Torino,18,5.64,5.67,1,0,0,0,0,0,0,0,5,0,0,,11,3,-8,10,2.302585093,5.79,5.67,5.70996027,6
459,D,MANOLAS,Napoli,30,6,5.91,0,0,0,0,0,0,0,0,5,0,0,,13,7,-6,10,2.302585093,6.42,5.91,6.07995846,16
2169,D,RODRIGUEZ R.,Torino,16,5.41,5.38,0,0,0,0,0,0,0,0,1,0,0,,9,1,-8,10,2.302585093,5.8,5.38,5.5199622,0
73,D,GAGLIOLO,Parma,28,5.69,5.81,2,0,0,0,0,0,0,0,6,0,0,,9,5,-4,9,2.197224577,6.27,5.81,5.96329251,13
2181,D,PALOMINO,Atalanta,36,5.97,6.05,1,0,0,0,0,0,1,0,3,0,0,,9,9,0,9,2.197224577,6.05,6.05,6.04995765,15
546,D,BRUNO PERES,Roma,30,5.87,5.94,1,0,0,0,0,0,2,0,6,0,0,,9,6,-3,9,2.197224577,6.47,5.94,6.11662491,17
4495,D,KUMBULLA,Roma,21,5.87,5.84,1,0,0,0,0,0,0,0,7,0,0,,10,4,-6,6,1.791759469,6.12,5.84,5.93329236,12
4332,D,DEMIRAL,Juventus,15,6.09,6.14,0,0,0,0,0,0,1,0,1,0,0,,6,4,-2,6,1.791759469,6.83,6.14,6.36995679,24
226,D,IZZO,Torino,25,5.96,6.14,2,0,0,0,0,0,0,0,3,0,0,,10,11,1,5,1.609437912,5.74,6.14,6.00662382,14
4521,D,MULDUR,Sassuolo,28,5.96,5.96,0,0,0,0,0,0,1,0,2,0,0,,6,7,1,5,1.609437912,6.32,5.96,6.07995816,16
4422,D,TOMIYASU,Bologna,31,5.94,6,2,0,0,0,0,0,0,0,4,0,1,,8,8,0,4,1.386294361,5.9,6,5.9666247,13
4307,D,ROMERO,Atalanta,31,6.34,6.44,2,0,0,0,0,0,2,0,10,0,0,,9,15,6,3,1.098612289,5.75,6.44,6.20995515,20
2860,D,MALCUIT,Fiorentina,7,5.7,5.7,0,0,0,0,0,0,0,0,0,0,0,,4,1,-3,2,0.693147181,6,5.7,5.79996,8
550,D,MAKSIMOVIC,Napoli,17,5.46,5.29,0,0,0,0,0,0,0,0,1,0,1,,9,1,-8,2,0.693147181,6,5.29,5.5266294,1
2525,D,DARMIAN,Inter,29,6.2,6.63,3,0,0,0,0,0,3,0,5,0,0,,7,14,7,2,0.693147181,5.95,6.63,6.40328715,25
253,D,D'AMBROSIO,Inter,19,6.06,7.12,3,0,0,0,0,0,0,0,2,0,0,,8,9,1,2,0.693147181,6.58,7.12,6.93995034,40
2315,D,STRYGER LARSEN,Udinese,33,5.8,5.98,2,0,0,0,0,0,0,0,0,0,0,,9,8,-1,2,0.693147181,6.17,5.98,6.04329141,15
140,D,HYSAJ,Napoli,24,5.93,5.93,0,0,0,0,0,0,1,0,2,0,0,,6,7,1,2,0.693147181,6.05,5.93,5.96995845,13
329,D,RADU,Lazio,31,5.82,5.88,0,0,0,0,0,0,3,0,2,0,0,,8,7,-1,2,0.693147181,5.9,5.88,5.8866255,11
662,D,ALEX SANDRO,Juventus,26,6.06,6.23,2,0,0,0,0,0,1,0,2,0,1,,12,11,-1,36,3.583518938,6.07,6.23,6.17662311,19
798,D,SKRINIAR,Inter,32,6.31,6.58,3,0,0,0,0,0,0,0,1,0,0,,8,17,9,22,3.091042453,5.94,6.58,6.36662082,24
2296,D,MANCINI,Roma,33,6.14,6.41,4,0,0,0,0,0,2,0,10,0,0,,10,14,4,15,2.708050201,5.88,6.41,6.23328864,20
2788,D,BREMER,Torino,33,6.08,6.5,5,0,0,0,0,0,0,0,2,0,0,,7,15,8,2,0.693147181,6,6.5,6.333288,23
2104,D,BERESZYNSKI,Sampdoria,31,5.84,5.9,1,0,0,0,0,0,0,0,2,0,0,,5,7,2,2,0.693147181,5.25,5.9,5.68329225,5
706,D,ANSALDI,Torino,31,6.04,6.33,0,0,0,1,1,0,5,0,1,0,0,,8,13,5,2,0.693147181,6.52,6.33,6.39328896,25
453,P,SZCZESNY,Juventus,30,6.22,5.38,0,32,2,0,0,0,1,0,0,0,0,,17,16,-1,150,5.010635294,5.14,5.38,5.29996242,
250,P,HANDANOVIC,Inter,37,6.03,5.23,0,33,2,0,0,0,0,0,1,0,1,,18,15,-3,150,5.010635294,5.3,5.23,5.2532967,
350,P,DONNARUMMA G.,Milan,37,6.28,5.32,0,38,1,0,0,0,0,0,1,0,0,,16,16,0,125,4.828313737,5.39,5.32,5.34329607,
1934,P,STRAKOSHA,Lazio,9,5.94,4.33,0,14,0,0,0,0,0,0,1,0,0,,15,7,-8,55,4.007333185,5.16,4.33,4.60663608,
1917,P,DRAGOWSKI,Fiorentina,36,6.21,4.85,0,55,2,0,0,0,0,0,0,0,0,,12,11,-1,50,3.912023005,5,4.85,4.899966,
4419,P,PAU LOPEZ,Roma,21,6.1,4.71,0,29,0,0,0,0,0,0,0,0,0,,13,8,-5,47,3.850147602,4.72,4.71,4.71330036,
2179,P,SIRIGU,Torino,32,6.02,4.08,0,62,0,0,0,0,0,0,0,0,0,,11,4,-7,41,3.713572067,4.68,4.08,4.27997124,
2178,P,CRAGNO,Cagliari,34,6.37,4.79,0,53,0,0,0,0,0,0,1,0,0,,11,11,0,18,2.890371758,5.31,4.79,4.96329963,
2792,P,MUSSO,Udinese,35,6.13,4.6,0,51,0,0,0,0,0,0,5,0,0,,11,9,-2,13,2.564949357,5.08,4.6,4.75996764,
218,P,PERIN,Genoa,32,6.25,4.83,0,44,0,0,0,0,0,0,1,1,0,,8,11,3,2,0.693147181,4.29,4.83,4.64996637,
2211,P,SILVESTRI,Verona,34,6.21,4.9,0,42,0,0,0,0,0,0,1,0,1,,11,10,-1,2,0.693147181,4.94,4.9,4.91329902,
509,P,CONSIGLI,Sassuolo,37,6.38,4.93,0,56,1,0,0,0,0,0,1,0,0,,10,13,3,2,0.693147181,4.42,4.93,4.75996566,
133,P,SKORUPSKI,Bologna,28,6.09,4.64,0,46,2,0,0,0,0,0,1,0,0,,8,9,1,2,0.693147181,4.31,4.64,4.52996763,
159,P,SEPE,Parma,36,6,3.89,0,76,0,0,0,0,0,0,0,0,0,,9,3,-6,2,0.693147181,4.96,3.89,4.24663908,
610,P,GOLLINI,Atalanta,25,6.1,5.26,0,26,2,0,0,0,0,0,0,1,0,,13,15,2,51,3.931825633,4.83,5.26,5.11662999,
387,P,REINA,Lazio,29,6.12,4.69,0,41,0,0,0,0,0,0,1,0,0,,1,10,9,4,1.386294361,8.5,4.69,5.9599659,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
4992,A,GYASI,Spezia,37,5.96,6.4,4,0,0,0,0,0,6,0,4,0,0,,9,13,4,,,,5.96,,51.91355885
4421,D,AUGELLO,Sampdoria,37,5.92,6.03,1,0,0,0,0,0,3,0,2,1,0,,7,10,3,,,,5.92,,39.8215292
761,P,AUDERO,Sampdoria,37,6.38,5.11,0,54,2,0,0,0,1,0,0,0,0,,8,14,6,,,,6.38,,9.754860861
4957,P,MONTIPO',Benevento,37,5.99,3.97,0,74,1,0,0,0,0,0,3,0,1,,7,4,-3,,,,5.99,,-27.50166295
4970,A,MESSIAS,Crotone,36,6.24,6.99,9,0,0,0,0,0,2,1,6,0,0,,8,21,13,,,,6.24,,71.19544398
280,A,PALACIO,Bologna,36,6.06,6.59,5,0,0,0,0,0,5,0,5,0,0,,10,15,5,,,,6.06,,58.12297949
238,C,RINCON,Torino,36,5.86,5.83,1,0,0,0,0,0,1,0,8,1,0,,5,8,3,,,,5.86,,33.28529695
254,D,DIMARCO,Verona,35,6.14,6.57,5,0,0,0,0,0,2,1,6,0,0,,4,16,12,,,,6.14,,57.46935626
1998,A,PJACA,Genoa,35,5.81,6.19,3,0,0,0,0,0,2,0,0,0,0,,3,10,7,,,,5.81,,45.050515
4978,C,DAMSGAARD,Sampdoria,35,6.03,6.32,2,0,0,0,0,0,3,1,3,0,0,,6,12,6,,,,6.03,,49.29906596
22,C,DE ROON,Atalanta,35,6.07,6.06,1,0,0,0,0,0,1,0,7,1,0,,9,11,2,,,,6.07,,40.80196403
4412,D,RODRIGO BECAO,Udinese,35,5.82,5.83,1,0,0,0,0,0,0,0,5,0,0,,6,7,1,,,,5.82,,33.28529695
729,D,PEREIRA P.,Crotone,35,5.72,5.75,0,0,0,0,0,0,4,0,6,0,0,,3,6,3,,,,5.72,,30.67080405
578,D,DANILO LAR.,Bologna,35,5.6,5.51,0,0,0,0,0,0,1,0,8,0,0,,7,3,-4,,,,5.6,,22.82732536
2172,C,BARAK,Verona,34,6.09,6.69,7,0,0,0,0,0,3,0,5,1,0,,11,18,7,,,,6.09,,61.39109561
2744,C,SVANBERG,Bologna,34,5.95,6.36,5,0,0,0,0,0,2,0,6,1,0,,4,13,9,,,,5.95,,50.60631241
302,C,PEREYRA,Udinese,34,6.29,6.76,4,0,0,1,1,0,5,0,8,0,0,,11,19,8,,,,6.29,,63.6787769
28,C,KURTIC,Parma,34,5.75,6.03,4,0,0,0,0,0,0,0,5,0,0,,9,9,0,,,,5.75,,39.8215292
788,C,FREULER,Atalanta,34,6.3,6.52,2,0,0,0,0,0,3,0,5,0,0,,11,17,6,,,,6.3,,55.8352982
4393,C,SCHOUTEN,Bologna,34,5.91,5.88,1,0,0,0,0,0,1,0,8,1,0,,6,7,1,,,,5.91,,34.91935501
4962,A,IMPROTA,Benevento,34,5.69,5.62,1,0,0,0,0,0,0,0,7,0,1,,3,4,1,,,,5.69,,26.42225309
779,C,CRISTANTE,Roma,34,5.82,5.77,1,0,0,0,0,0,1,0,8,0,1,,8,6,-2,,,,5.82,,31.32442728
4461,D,ZAPPA,Cagliari,34,5.85,5.94,0,0,0,0,0,0,4,0,3,0,0,,3,7,4,,,,5.85,,36.88022469
4423,C,HERNANI,Parma,33,5.89,6.48,6,0,0,1,1,0,2,1,11,0,0,,6,14,8,,,,5.89,,54.52805175
4404,C,THORSBY,Sampdoria,33,6.03,6.18,3,0,0,0,0,0,1,0,10,0,0,,8,11,3,,,,6.03,,44.72370338
4479,C,ELMAS,Napoli,33,5.88,6.17,2,0,0,0,0,0,1,0,2,0,0,,9,8,-1,,,,5.88,,44.39689177
4890,C,TAMEZE,Verona,33,5.92,5.92,1,0,0,0,0,0,0,0,6,0,0,,6,8,2,,,,5.92,,36.22660146
118,C,RADOVANOVIC,Genoa,33,5.75,5.67,0,0,0,0,0,0,0,0,6,0,0,,3,4,1,,,,5.75,,28.05631115
4501,C,OBIANG,Sassuolo,33,5.85,5.77,0,0,0,0,0,0,1,0,4,1,0,,5,4,-1,,,,5.85,,31.32442728
313,A,MORATA,Juventus,32,6.15,7.4,10,0,0,1,1,0,7,0,3,1,0,,24,27,3,,,,6.15,,84.59472009
2009,C,LUKIC,Torino,32,5.89,6.11,3,0,0,0,0,0,0,0,4,0,0,,4,10,6,,,,5.89,,42.4360221
357,D,CALABRIA,Milan,32,6.23,6.28,2,0,0,0,0,0,1,0,7,0,1,,5,12,7,,,,6.23,,47.99181951
2391,C,EKDAL,Sampdoria,32,5.88,5.97,2,0,0,0,0,0,1,0,9,0,0,,8,7,-1,,,,5.88,,37.86065952
4895,D,YOSHIDA,Sampdoria,32,6.1,6.21,1,0,0,0,0,0,2,0,5,0,0,,7,11,4,,,,6.1,,45.70413822
4885,C,VILLAR,Roma,32,5.96,5.87,0,0,0,0,0,0,1,0,7,0,0,,2,6,4,,,,5.96,,34.5925434
5286,C,AKPA AKPRO,Lazio,32,5.96,5.82,0,0,0,0,0,0,1,0,9,0,0,,1,5,4,,,,5.96,,32.95848534
134,D,BARBA,Benevento,32,5.7,5.58,0,0,0,0,0,0,2,0,8,0,1,,2,4,2,,,,5.7,,25.11500664
2209,C,LUCAS LEIVA,Lazio,32,5.83,5.67,0,0,0,0,0,0,0,0,10,0,0,,8,5,-3,,,,5.83,,28.05631115
5233,A,MAYORAL,Roma,31,6.09,7.57,10,0,0,0,0,0,3,0,1,0,0,,9,26,17,,,,6.09,,90.1505175
5311,A,SHOMURODOV,Genoa,31,6.17,6.98,8,0,0,0,0,0,1,0,1,0,0,,9,20,11,,,,6.17,,70.86863237
2653,D,LYKOGIANNIS,Cagliari,31,5.8,6.1,4,0,0,0,0,0,2,0,6,2,0,,2,9,7,,,,5.8,,42.10921048
2154,A,VIGNATO,Bologna,31,6,6.2,1,0,0,0,0,0,4,0,4,0,0,,3,9,6,,,,6,,45.37732661
115,C,HETEMAJ,Benevento,31,5.84,5.83,0,0,0,0,0,0,2,0,5,0,0,,3,7,4,,,,5.84,,33.28529695
4522,C,AMRABAT,Fiorentina,31,5.9,5.78,0,0,0,0,0,0,0,0,7,0,0,,10,5,-5,,,,5.9,,31.65123889
1958,A,CAPRARI,Benevento,30,6,6.52,5,0,0,1,0,1,3,3,3,1,0,,11,15,4,,,,6,,55.8352982
5287,C,ARSLAN,Udinese,30,5.91,6.07,3,0,0,0,0,0,0,0,9,0,0,,3,8,5,,,,5.91,,41.12877565
4963,A,INSIGNE R.,Benevento,30,5.93,6.25,2,0,0,0,0,0,4,0,2,0,0,,6,11,5,,,,5.93,,47.01138467
2739,D,RECA,Crotone,30,5.9,6.05,2,0,0,0,0,0,2,0,7,0,0,,3,8,5,,,,5.9,,40.47515242
170,C,BADELJ,Genoa,30,6.14,6.22,1,0,0,0,0,0,3,0,7,0,0,,3,11,8,,,,6.14,,46.03094983
790,D,SAMIR,Udinese,30,5.9,5.9,1,0,0,0,0,0,0,0,6,0,0,,5,7,2,,,,5.9,,35.57297824
2789,C,MEITE',Milan,30,5.92,6.06,1,0,0,0,0,0,1,0,2,0,0,,6,7,1,,,,5.92,,40.80196403
4967,D,GOLEMIC,Crotone,30,5.46,5.57,1,0,0,1,1,0,0,0,4,1,0,,5,4,-1,,,,5.46,,24.78819503
2392,C,WALACE,Udinese,30,5.91,5.84,0,0,0,0,0,0,0,0,4,0,0,,6,7,1,,,,5.91,,33.61210856
2192,D,BONIFAZI,Udinese,30,5.88,5.8,0,0,0,0,0,0,0,0,4,0,0,,6,7,1,,,,5.88,,32.30486211
4493,D,DAWIDOWICZ,Verona,30,5.87,5.72,0,0,0,0,0,0,0,0,9,0,0,,4,5,1,,,,5.87,,29.69036921
15,D,MASIELLO,Genoa,30,5.68,5.58,0,0,0,0,0,0,0,0,6,0,0,,4,4,0,,,,5.68,,25.11500664
472,A,DESTRO,Genoa,29,6.16,7.42,11,0,0,0,0,0,1,0,5,0,0,,9,25,16,,,,6.16,,85.24834332
1879,A,FARIAS,Spezia,29,5.9,6.35,4,0,0,0,0,0,2,0,5,0,0,,9,12,3,,,,5.9,,50.27950079
4998,D,MOLINA N.,Udinese,29,5.84,6.26,2,0,0,0,0,0,5,0,1,0,0,,4,12,8,,,,5.84,,47.33819628
5007,C,ILIC,Verona,29,5.93,6.11,2,0,0,0,0,0,0,0,2,0,0,,4,10,6,,,,5.93,,42.4360221
4681,C,LOPEZ M.,Sassuolo,29,5.86,5.95,2,0,0,0,0,0,0,0,7,0,0,,6,8,2,,,,5.86,,37.2070363
2784,D,COLLEY,Sampdoria,29,5.88,5.98,2,0,0,0,0,0,0,0,6,0,0,,8,9,1,,,,5.88,,38.18747114
287,D,CACERES,Fiorentina,29,5.73,5.96,2,0,0,0,0,0,2,0,4,0,0,,7,6,-1,,,,5.73,,37.53384791
487,D,DE SILVESTRI,Bologna,29,5.71,5.86,2,0,0,0,0,0,0,0,4,0,0,,8,6,-2,,,,5.71,,34.26573179
1851,C,MOLINA S.,Crotone,29,5.84,5.93,1,0,0,0,0,0,2,0,1,0,1,,6,8,2,,,,5.84,,36.55341307
2265,C,SCHIATTARELLA,Benevento,29,5.88,5.73,1,0,0,0,0,0,1,0,14,1,0,,4,4,0,,,,5.88,,30.01718083
2814,P,PROVEDEL,Spezia,29,6.05,4.24,0,55,1,0,0,0,0,0,1,0,0,,1,6,5,,,,6.05,,-18.67774941
177,A,ILICIC,Atalanta,28,6.27,7.2,4,0,0,2,2,0,9,0,2,0,0,,27,23,-4,,,,6.27,,78.05848784
801,C,GAGLIARDINI,Inter,28,6.05,6.5,3,0,0,0,0,0,2,0,2,0,0,,7,11,4,,,,6.05,,55.18167498
643,A,DEFREL,Sassuolo,28,5.93,6.3,3,0,0,0,0,0,2,0,1,0,0,,11,12,1,,,,5.93,,48.64544273
2741,C,PESSINA,Atalanta,28,6.23,6.46,2,0,0,0,0,0,1,0,2,0,0,,7,14,7,,,,6.23,,53.87442853
4899,D,SINGO,Torino,28,5.91,6.02,1,0,0,0,0,0,2,0,2,1,0,,2,8,6,,,,5.91,,39.49471759
5000,D,MAGALLAN,Crotone,28,5.55,5.52,1,0,0,0,0,0,1,0,10,0,0,,5,4,-1,,,,5.55,,23.15413697
4869,C,DOMINGUEZ,Bologna,28,5.9,5.87,1,0,0,0,0,0,0,0,8,0,0,,7,5,-2,,,,5.9,,34.5925434
1891,D,CECCHERINI,Verona,28,5.91,5.66,0,0,0,0,0,0,0,0,10,0,1,,4,5,1,,,,5.91,,27.72949954
2174,D,VENUTI,Fiorentina,28,5.67,5.58,0,0,0,0,0,0,1,0,3,0,1,,3,4,1,,,,5.67,,25.11500664
2318,D,ROGERIO,Sassuolo,28,5.88,5.81,0,0,0,0,0,0,0,0,4,0,0,,6,5,-1,,,,5.88,,32.63167373
4371,A,RASPADORI,Sassuolo,27,6.28,7.15,6,0,0,0,0,0,0,0,1,0,0,,3,16,13,,,,6.28,,76.42442978
